S. No.,Degree,Major,GPA,Year of Graduation,Age,Gender,Internships,Previous Job Title,Industry,Skill1,Skill2,SoftSkill,Certification,JobRole,Work Preference
766,PhD,Marketing,7.07,2022.0,32.0,Male,3.0,Junior Developer,Education,Marketing,Leadership,Communication,Data Science,Accountant,Hybrid
767,BA,Mathematics,8.65,2008.0,32.0,Female,0.0,Analyst,Healthcare,Excel,Python,Communication,PMP,Software Engineer,Hybrid
768,B.Sc,Computer,7.47,2024.0,24.0,Female,2.0,Intern,Consulting,Python,Excel,Communication,Scrum,Accountant,In-office
769,B.Sc,Marketing,9.8,2009.0,44.0,Other,2.0,Assistant,Research,Data Analy,Data Analy,Problem-Solving,AWS Certified,Mechanical Engineer,Remote
770,BBA,Humanities,5.39,2008.0,42.0,Male,5.0,Junior Developer,Manufacturing,Communication,SQL,Leadership,None,Researcher,In-office
771,B.Tech,Electronics,9.79,2018.0,37.0,Other,5.0,Consultant,Education,Leadership,Java,Teamwork,Six Sigma,Teacher,Hybrid
772,BBA,Mathematics,8.89,2012.0,45.0,Female,4.0,Analyst,Healthcare,Python,Excel,Problem-Solving,Google Cloud,Researcher,Remote
773,B.Sc,Humanities,8.33,2007.0,35.0,Other,0.0,Analyst,IT,Marketing,Marketing,Leadership,Machine Learning,HR Manager,Hybrid
774,B.Sc,Chemistry,8.25,2011.0,28.0,Female,2.0,Assistant,Finance,Data Analy,Java,Teamwork,AWS Certified,Project Manager,Hybrid
775,MBA,Computer,5.56,2018.0,24.0,Male,0.0,Engineer,Education,Communication,Data Analy,Communication,AWS Certified,Mechanical Engineer,Remote
776,B.Sc,Humanities,6.11,2014.0,34.0,Other,3.0,Analyst,Education,Marketing,Machine Learning,Leadership,Google Cloud,Teacher,In-office
777,B.Sc,Humanities,9.44,2015.0,32.0,Female,0.0,Engineer,Manufacturing,Machine Learning,Marketing,Leadership,Azure,Accountant,Hybrid
778,BBA,Physics,6.27,2007.0,27.0,Other,4.0,Engineer,Healthcare,Communication,Leadership,Communication,Azure,Business Analyst,Remote
779,M.Sc,Marketing,9.82,2017.0,37.0,Other,2.0,Analyst,Manufacturing,Marketing,Marketing,Leadership,Data Science,HR Manager,Hybrid
780,B.Sc,Management,7.5,2013.0,26.0,Male,0.0,Assistant,Finance,Python,Communication,Teamwork,AWS Certified,Data Analyst,Remote
781,B.Com,Computer,5.41,2020.0,36.0,Male,3.0,Analyst,Healthcare,Communication,Leadership,Problem-Solving,Scrum,HR Manager,Hybrid
782,BBA,Mathematics,9.01,2024.0,32.0,Other,1.0,Consultant,Consulting,Java,Machine Learning,Problem-Solving,Machine Learning,Accountant,In-office
783,B.Tech,Management,9.16,2013.0,40.0,Male,0.0,Intern,Finance,Excel,Data Analy,Problem-Solving,Azure,Data Analyst,In-office
784,M.Sc,Computer,5.73,2019.0,24.0,Other,1.0,Consultant,Finance,Leadership,Marketing,Communication,None,Business Analyst,In-office
785,B.Sc,Physics,7.42,2012.0,44.0,Male,3.0,Assistant,Consulting,SQL,Java,Leadership,CCNA,Teacher,Remote
786,B.Sc,Physics,7.74,2024.0,21.0,Other,1.0,Intern,Manufacturing,Leadership,Java,Teamwork,CCNA,Teacher,Hybrid
787,B.Tech,Computer,8.58,2019.0,40.0,Male,4.0,Assistant,IT,Communication,Data Analy,Problem-Solving,Data Science,HR Manager,Hybrid
788,BA,Physics,7.97,2009.0,45.0,Other,2.0,Engineer,Manufacturing,Data Analy,Python,Leadership,Six Sigma,Mechanical Engineer,Remote
789,BA,Electronics,8.33,2019.0,39.0,Other,2.0,Assistant,Consulting,Leadership,Marketing,Communication,Data Science,Accountant,Hybrid
790,PhD,Computer,5.84,2006.0,29.0,Male,3.0,Intern,Education,Machine Learning,Machine Learning,Teamwork,PMP,Data Analyst,In-office
791,PhD,Electronics,7.11,2016.0,21.0,Male,0.0,Engineer,Education,Leadership,SQL,Problem-Solving,None,Teacher,Hybrid
792,M.Tech,Marketing,5.05,2010.0,24.0,Other,5.0,Assistant,IT,Machine Learning,Communication,Communication,Azure,Business Analyst,Hybrid
793,B.Com,Computer,5.41,2024.0,26.0,Male,5.0,Assistant,Healthcare,SQL,Leadership,Communication,Scrum,Researcher,Hybrid
794,B.Sc,Marketing,5.25,2008.0,40.0,Other,5.0,Assistant,Research,Excel,SQL,Leadership,Data Science,Accountant,In-office
795,B.Tech,Marketing,7.76,2018.0,33.0,Other,2.0,Junior Developer,Research,Python,Excel,Leadership,CCNA,Researcher,In-office
796,M.Sc,Marketing,9.48,2019.0,33.0,Female,2.0,Junior Developer,Manufacturing,Python,Data Analy,Leadership,Six Sigma,Teacher,Hybrid
797,BA,Humanities,6.39,2008.0,34.0,Other,4.0,Consultant,Finance,Communication,Machine Learning,Leadership,Scrum,Project Manager,In-office
798,B.Sc,Marketing,7.93,2014.0,32.0,Male,0.0,Consultant,Manufacturing,Java,SQL,Problem-Solving,Google Cloud,Business Analyst,Hybrid
799,PhD,Physics,6.78,2009.0,27.0,Male,3.0,Engineer,Healthcare,Excel,Machine Learning,Leadership,Google Cloud,Researcher,Remote
800,MBA,Marketing,7.54,2012.0,39.0,Other,0.0,Intern,Research,Python,Java,Adaptability,Google Cloud,Software Engineer,Remote
801,BBA,Computer,6.1,2019.0,26.0,Female,4.0,Junior Developer,Finance,Communication,SQL,Teamwork,Google Cloud,Researcher,In-office
802,B.Tech,Marketing,7.32,2022.0,22.0,Female,1.0,Assistant,Research,Data Analy,Java,Communication,Azure,Software Engineer,Hybrid
803,MBA,Management,8.87,2009.0,42.0,Female,5.0,Junior Developer,Education,Marketing,Machine Learning,Communication,Six Sigma,Software Engineer,Remote
804,PhD,Marketing,6.96,2024.0,29.0,Male,3.0,Engineer,IT,Java,Data Analy,Leadership,PMP,Researcher,Hybrid
805,BBA,Humanities,5.46,2024.0,43.0,Female,0.0,Engineer,Education,SQL,Data Analy,Teamwork,Six Sigma,Accountant,Remote
806,BBA,Management,9.58,2011.0,21.0,Other,2.0,Analyst,IT,SQL,Excel,Adaptability,None,Researcher,Hybrid
807,B.Tech,Marketing,6.86,2015.0,21.0,Female,2.0,Consultant,Research,SQL,Marketing,Communication,PMP,Teacher,Remote
808,M.Sc,Computer,7.72,2020.0,21.0,Other,3.0,Consultant,Consulting,Leadership,Excel,Teamwork,Azure,Project Manager,In-office
809,B.Com,Management,6.84,2007.0,21.0,Male,5.0,Consultant,Research,Data Analy,Machine Learning,Communication,Google Cloud,Teacher,Remote
810,MBA,Mathematics,6.41,2009.0,33.0,Male,1.0,Intern,Healthcare,Excel,Machine Learning,Problem-Solving,Google Cloud,HR Manager,In-office
811,PhD,Marketing,6.74,2006.0,41.0,Female,4.0,Engineer,IT,Leadership,Leadership,Leadership,Google Cloud,Business Analyst,Hybrid
812,B.Com,Chemistry,9.72,2019.0,27.0,Female,4.0,Engineer,Education,Java,Machine Learning,Adaptability,Six Sigma,Business Analyst,In-office
813,BBA,Marketing,5.86,2015.0,38.0,Female,1.0,Engineer,Healthcare,Python,Machine Learning,Leadership,Scrum,Project Manager,Remote
814,B.Sc,Management,9.74,2014.0,32.0,Male,3.0,Junior Developer,IT,Excel,Communication,Problem-Solving,Data Science,Project Manager,Hybrid
815,PhD,Computer,7.45,2017.0,39.0,Male,3.0,Intern,Healthcare,Communication,Machine Learning,Leadership,Azure,Data Analyst,Remote
816,B.Sc,Management,6.34,2006.0,27.0,Other,5.0,Analyst,Research,Python,SQL,Adaptability,Scrum,Researcher,In-office
817,M.Sc,Marketing,6.27,2017.0,36.0,Other,3.0,Junior Developer,Manufacturing,SQL,Marketing,Teamwork,Data Science,Data Analyst,Remote
818,B.Tech,Management,7.85,2018.0,43.0,Other,4.0,Engineer,Education,Data Analy,Python,Adaptability,Azure,Project Manager,Hybrid
819,B.Com,Mathematics,5.37,2010.0,24.0,Other,1.0,Consultant,IT,Machine Learning,Java,Communication,CCNA,Software Engineer,In-office
820,M.Tech,Physics,6.96,2022.0,42.0,Male,2.0,Analyst,Manufacturing,Python,Excel,Communication,Data Science,Mechanical Engineer,In-office
821,PhD,Management,6.31,2013.0,35.0,Other,1.0,Intern,Manufacturing,Python,Java,Teamwork,PMP,Project Manager,Remote
822,B.Sc,Humanities,5.83,2011.0,30.0,Female,5.0,Intern,Finance,Communication,Leadership,Teamwork,Data Science,Data Analyst,Hybrid
823,PhD,Mathematics,5.61,2011.0,45.0,Female,3.0,Intern,Manufacturing,Marketing,Data Analy,Leadership,Machine Learning,Researcher,Remote
824,B.Com,Physics,9.86,2018.0,30.0,Other,3.0,Engineer,Finance,SQL,Java,Problem-Solving,PMP,Teacher,Remote
825,M.Tech,Chemistry,5.32,2024.0,43.0,Female,5.0,Engineer,IT,Leadership,Python,Leadership,Six Sigma,Project Manager,Hybrid
826,MBA,Physics,5.43,2007.0,40.0,Female,0.0,Assistant,Consulting,Java,Python,Leadership,None,Software Engineer,Remote
827,B.Com,Computer,8.0,2022.0,27.0,Female,3.0,Engineer,Consulting,Communication,SQL,Adaptability,Machine Learning,Business Analyst,In-office
828,B.Com,Physics,5.36,2007.0,34.0,Male,0.0,Assistant,Education,Marketing,Java,Teamwork,Six Sigma,Accountant,In-office
829,B.Tech,Computer,6.54,2017.0,31.0,Female,4.0,Junior Developer,Finance,Communication,Java,Problem-Solving,None,HR Manager,Hybrid
830,M.Tech,Mathematics,9.91,2016.0,27.0,Other,2.0,Analyst,Consulting,Communication,Leadership,Communication,Google Cloud,Business Analyst,Remote
831,MBA,Mathematics,9.56,2011.0,32.0,Male,5.0,Analyst,IT,Excel,Machine Learning,Leadership,Six Sigma,Data Analyst,Remote
832,BA,Computer,7.76,2019.0,37.0,Female,5.0,Engineer,Education,Data Analy,Excel,Adaptability,Machine Learning,Software Engineer,In-office
833,M.Sc,Electronics,8.26,2022.0,32.0,Male,1.0,Engineer,Healthcare,Java,Marketing,Leadership,Scrum,Business Analyst,In-office
834,B.Com,Humanities,5.63,2020.0,25.0,Female,0.0,Intern,Consulting,Python,SQL,Teamwork,Google Cloud,HR Manager,Remote
835,B.Sc,Humanities,6.3,2010.0,31.0,Other,5.0,Consultant,Research,Python,Communication,Communication,AWS Certified,Software Engineer,In-office
836,MBA,Humanities,6.17,2022.0,40.0,Female,0.0,Junior Developer,Finance,Marketing,Marketing,Problem-Solving,Six Sigma,Software Engineer,Hybrid
837,B.Sc,Computer,8.11,2016.0,44.0,Female,3.0,Assistant,Healthcare,Machine Learning,Marketing,Communication,None,Data Analyst,In-office
838,PhD,Electronics,9.67,2012.0,31.0,Male,2.0,Assistant,Research,Machine Learning,Python,Teamwork,CCNA,Business Analyst,Remote
839,BBA,Computer,7.72,2017.0,42.0,Male,2.0,Engineer,Consulting,Excel,Data Analy,Leadership,Google Cloud,Mechanical Engineer,Remote
840,BBA,Physics,5.57,2010.0,36.0,Female,5.0,Consultant,Manufacturing,Excel,Machine Learning,Communication,Azure,Researcher,Remote
841,BA,Computer,6.92,2019.0,40.0,Female,1.0,Consultant,Manufacturing,Machine Learning,Communication,Communication,Machine Learning,Project Manager,In-office
842,B.Com,Management,8.81,2024.0,33.0,Male,1.0,Consultant,Healthcare,Leadership,Java,Adaptability,Azure,Business Analyst,In-office
843,M.Sc,Chemistry,5.57,2015.0,30.0,Male,3.0,Consultant,Research,Java,Machine Learning,Adaptability,CCNA,Business Analyst,Hybrid
844,BBA,Computer,9.96,2020.0,38.0,Other,3.0,Analyst,Education,Marketing,Java,Teamwork,None,Business Analyst,In-office
845,B.Com,Electronics,5.9,2017.0,41.0,Female,2.0,Engineer,Manufacturing,SQL,Python,Adaptability,Azure,HR Manager,Remote
846,B.Tech,Humanities,6.35,2011.0,21.0,Female,1.0,Assistant,IT,Leadership,Excel,Communication,Google Cloud,Software Engineer,Remote
847,MBA,Marketing,6.26,2012.0,31.0,Male,4.0,Analyst,Manufacturing,Excel,Machine Learning,Communication,Scrum,Mechanical Engineer,Remote
848,M.Tech,Mathematics,7.47,2020.0,40.0,Female,2.0,Engineer,IT,Marketing,Excel,Adaptability,AWS Certified,HR Manager,Hybrid
849,BA,Humanities,8.89,2021.0,43.0,Male,2.0,Intern,Consulting,Python,Data Analy,Communication,Six Sigma,Business Analyst,Remote
850,BBA,Electronics,5.84,2013.0,32.0,Other,5.0,Analyst,Finance,Excel,Communication,Problem-Solving,Machine Learning,Mechanical Engineer,In-office
851,B.Sc,Computer,6.44,2023.0,22.0,Female,4.0,Engineer,Education,Java,Marketing,Teamwork,PMP,HR Manager,In-office
852,B.Sc,Physics,7.13,2020.0,26.0,Other,0.0,Assistant,Healthcare,Machine Learning,Machine Learning,Leadership,Google Cloud,Software Engineer,Hybrid
853,PhD,Chemistry,6.56,2019.0,30.0,Other,5.0,Consultant,Consulting,Python,Machine Learning,Communication,None,Software Engineer,Hybrid
854,BA,Chemistry,7.47,2010.0,40.0,Male,3.0,Junior Developer,Education,Java,SQL,Communication,None,Project Manager,In-office
855,B.Com,Computer,6.6,2009.0,27.0,Male,0.0,Engineer,Healthcare,Data Analy,Marketing,Communication,Data Science,Researcher,In-office
856,B.Sc,Management,6.58,2006.0,24.0,Male,1.0,Consultant,Education,SQL,Machine Learning,Communication,Scrum,Researcher,Remote
857,MBA,Management,8.04,2007.0,30.0,Male,5.0,Intern,Finance,Machine Learning,Marketing,Teamwork,Data Science,Researcher,In-office
858,B.Sc,Physics,8.79,2007.0,40.0,Male,3.0,Junior Developer,Education,Marketing,Machine Learning,Problem-Solving,None,Business Analyst,In-office
859,B.Tech,Mathematics,6.22,2018.0,40.0,Male,1.0,Engineer,Manufacturing,Marketing,Java,Problem-Solving,None,Researcher,Hybrid
860,MBA,Electronics,9.2,2015.0,40.0,Male,1.0,Intern,Education,Python,Python,Teamwork,PMP,Mechanical Engineer,Remote
861,B.Sc,Chemistry,9.8,2022.0,39.0,Female,5.0,Analyst,Consulting,Data Analy,Marketing,Problem-Solving,Azure,Mechanical Engineer,Hybrid
862,BA,Physics,9.56,2011.0,23.0,Male,4.0,Junior Developer,Education,Leadership,Marketing,Adaptability,Scrum,Accountant,Hybrid
863,PhD,Management,9.78,2016.0,26.0,Other,3.0,Intern,Consulting,Marketing,Python,Leadership,Scrum,Teacher,In-office
864,M.Tech,Marketing,6.36,2013.0,38.0,Other,4.0,Analyst,Finance,SQL,Excel,Problem-Solving,Six Sigma,HR Manager,Remote
865,B.Tech,Physics,6.84,2024.0,24.0,Female,0.0,Engineer,Consulting,Marketing,Machine Learning,Communication,Azure,Data Analyst,Remote
866,BBA,Computer,7.97,2018.0,22.0,Female,3.0,Engineer,Research,Machine Learning,Machine Learning,Communication,CCNA,Project Manager,In-office
867,BA,Mathematics,7.59,2013.0,45.0,Female,0.0,Intern,Healthcare,Excel,Excel,Teamwork,CCNA,Researcher,Hybrid
868,B.Sc,Computer,9.89,2005.0,25.0,Female,2.0,Consultant,Finance,SQL,Communication,Teamwork,Azure,HR Manager,Hybrid
869,BA,Chemistry,8.58,2013.0,30.0,Male,5.0,Engineer,Consulting,Leadership,Excel,Teamwork,CCNA,Accountant,Remote
870,BA,Mathematics,9.69,2010.0,34.0,Other,2.0,Consultant,Healthcare,Machine Learning,Excel,Adaptability,None,Software Engineer,Hybrid
871,BBA,Marketing,5.83,2024.0,21.0,Male,5.0,Analyst,Research,Data Analy,Machine Learning,Communication,Azure,Teacher,Hybrid
872,MBA,Mathematics,9.35,2010.0,26.0,Male,1.0,Assistant,IT,Python,Leadership,Problem-Solving,PMP,Researcher,Remote
873,MBA,Electronics,9.73,2020.0,44.0,Male,0.0,Analyst,Manufacturing,Data Analy,Java,Problem-Solving,Azure,Teacher,Hybrid
874,B.Sc,Marketing,7.77,2013.0,39.0,Female,2.0,Assistant,Research,Python,Excel,Adaptability,Google Cloud,Mechanical Engineer,Hybrid
875,M.Tech,Computer,6.14,2024.0,34.0,Other,3.0,Assistant,Education,Machine Learning,Communication,Problem-Solving,None,Researcher,In-office
876,MBA,Humanities,8.6,2018.0,32.0,Other,5.0,Analyst,Healthcare,Data Analy,Python,Communication,Machine Learning,Mechanical Engineer,In-office
877,B.Com,Mathematics,7.11,2009.0,24.0,Other,4.0,Consultant,Education,SQL,Marketing,Communication,None,Software Engineer,Hybrid
878,B.Sc,Humanities,8.88,2013.0,44.0,Male,4.0,Analyst,Education,Data Analy,Excel,Leadership,None,Teacher,Remote
879,B.Tech,Electronics,7.07,2022.0,21.0,Other,4.0,Junior Developer,IT,Marketing,Leadership,Leadership,Google Cloud,Software Engineer,In-office
880,M.Sc,Computer,8.96,2016.0,23.0,Female,1.0,Junior Developer,Finance,Java,Leadership,Adaptability,Google Cloud,Researcher,Remote
881,M.Sc,Computer,6.52,2013.0,41.0,Male,1.0,Junior Developer,Manufacturing,Excel,Communication,Leadership,Data Science,Software Engineer,Remote
882,PhD,Computer,7.4,2013.0,25.0,Female,5.0,Junior Developer,Manufacturing,Java,Marketing,Teamwork,None,Business Analyst,In-office
883,B.Sc,Physics,9.74,2012.0,43.0,Female,5.0,Junior Developer,IT,Machine Learning,Data Analy,Leadership,Data Science,Accountant,In-office
884,BBA,Mathematics,6.57,2005.0,22.0,Male,0.0,Intern,Healthcare,Leadership,Communication,Problem-Solving,Data Science,Mechanical Engineer,In-office
885,B.Sc,Electronics,7.34,2019.0,29.0,Female,4.0,Junior Developer,Finance,Excel,Data Analy,Problem-Solving,Six Sigma,HR Manager,Hybrid
886,MBA,Computer,9.95,2011.0,25.0,Other,0.0,Consultant,Consulting,Leadership,SQL,Teamwork,Data Science,Accountant,In-office
887,BBA,Management,8.2,2023.0,23.0,Female,1.0,Consultant,Manufacturing,Communication,Python,Communication,AWS Certified,Project Manager,Hybrid
888,MBA,Electronics,5.71,2014.0,40.0,Female,5.0,Assistant,Manufacturing,Leadership,Excel,Teamwork,Scrum,Teacher,Remote
889,M.Sc,Computer,9.74,2012.0,39.0,Male,2.0,Assistant,Manufacturing,Java,Data Analy,Communication,Machine Learning,Business Analyst,Hybrid
890,BA,Chemistry,7.43,2020.0,41.0,Other,3.0,Junior Developer,Research,Data Analy,Communication,Adaptability,AWS Certified,Researcher,Hybrid
891,B.Com,Management,9.19,2007.0,27.0,Other,2.0,Assistant,IT,Machine Learning,Excel,Adaptability,Data Science,Software Engineer,Remote
892,M.Sc,Mathematics,6.36,2017.0,34.0,Other,5.0,Assistant,Research,Communication,Marketing,Teamwork,Scrum,Accountant,Hybrid
893,B.Tech,Computer,8.81,2020.0,37.0,Male,4.0,Intern,Manufacturing,SQL,Machine Learning,Adaptability,None,Researcher,Remote
894,BA,Mathematics,8.22,2020.0,31.0,Male,4.0,Consultant,Manufacturing,SQL,Data Analy,Leadership,CCNA,Data Analyst,Remote
895,B.Sc,Humanities,9.68,2020.0,29.0,Male,5.0,Engineer,Finance,Machine Learning,Excel,Adaptability,Scrum,HR Manager,Remote
896,B.Tech,Computer,6.93,2019.0,29.0,Male,4.0,Intern,Manufacturing,Data Analy,Marketing,Teamwork,CCNA,Researcher,Hybrid
897,M.Sc,Marketing,5.41,2018.0,30.0,Female,1.0,Junior Developer,Healthcare,SQL,Communication,Adaptability,None,Researcher,Hybrid
898,M.Tech,Humanities,8.96,2024.0,30.0,Female,5.0,Assistant,Finance,SQL,Data Analy,Adaptability,Six Sigma,Researcher,Hybrid
899,B.Com,Physics,5.68,2010.0,33.0,Female,1.0,Intern,Manufacturing,Communication,SQL,Adaptability,Scrum,Researcher,In-office
900,B.Tech,Management,6.54,2017.0,32.0,Female,4.0,Junior Developer,IT,Data Analy,Machine Learning,Teamwork,Data Science,Researcher,Remote
901,B.Sc,Chemistry,5.31,2021.0,29.0,Male,2.0,Junior Developer,Finance,Java,Communication,Adaptability,CCNA,Data Analyst,Remote
902,BBA,Marketing,6.51,2014.0,41.0,Other,4.0,Consultant,Healthcare,Marketing,Python,Leadership,Google Cloud,Teacher,In-office
903,B.Com,Humanities,8.41,2009.0,24.0,Other,5.0,Engineer,IT,Marketing,Machine Learning,Problem-Solving,None,Data Analyst,Remote
904,M.Sc,Computer,6.99,2017.0,36.0,Male,4.0,Engineer,Research,Communication,Leadership,Problem-Solving,Data Science,Accountant,Remote
905,M.Sc,Humanities,9.53,2006.0,37.0,Other,5.0,Intern,Consulting,Machine Learning,Java,Communication,Data Science,Project Manager,Remote
906,BBA,Humanities,8.48,2010.0,41.0,Female,4.0,Analyst,Consulting,Java,Excel,Problem-Solving,CCNA,Teacher,Hybrid
907,BBA,Computer,5.93,2009.0,42.0,Other,5.0,Assistant,Finance,Marketing,Data Analy,Teamwork,None,Accountant,In-office
908,M.Sc,Management,9.79,2015.0,22.0,Male,3.0,Engineer,Education,Java,Excel,Adaptability,CCNA,Teacher,Remote
909,B.Tech,Marketing,6.4,2016.0,41.0,Other,2.0,Intern,IT,Python,Communication,Adaptability,Machine Learning,Data Analyst,Hybrid
910,M.Sc,Physics,6.83,2007.0,25.0,Male,5.0,Assistant,IT,Data Analy,Excel,Adaptability,AWS Certified,Software Engineer,Hybrid
911,BA,Marketing,9.64,2008.0,31.0,Male,3.0,Intern,Finance,Machine Learning,SQL,Problem-Solving,PMP,Data Analyst,In-office
912,B.Sc,Computer,5.68,2024.0,24.0,Female,3.0,Intern,Manufacturing,Java,SQL,Leadership,Data Science,Researcher,In-office
913,B.Com,Electronics,8.26,2016.0,31.0,Other,5.0,Assistant,IT,SQL,Communication,Teamwork,PMP,Business Analyst,Remote
914,B.Tech,Chemistry,8.24,2009.0,29.0,Female,5.0,Analyst,IT,Excel,Excel,Problem-Solving,CCNA,Project Manager,Hybrid
915,PhD,Electronics,6.04,2015.0,37.0,Other,1.0,Assistant,Consulting,Communication,Java,Communication,AWS Certified,Teacher,Remote
916,B.Tech,Electronics,6.26,2012.0,23.0,Female,3.0,Engineer,Consulting,Python,Machine Learning,Problem-Solving,None,Teacher,Hybrid
917,M.Sc,Electronics,5.6,2020.0,22.0,Female,2.0,Intern,Education,Leadership,Machine Learning,Leadership,Azure,Teacher,In-office
918,BA,Mathematics,6.42,2021.0,36.0,Female,3.0,Engineer,Research,Python,Data Analy,Leadership,Data Science,HR Manager,Remote
919,B.Sc,Computer,5.73,2021.0,33.0,Male,2.0,Intern,Consulting,Data Analy,Excel,Teamwork,Data Science,Business Analyst,Remote
920,B.Tech,Chemistry,8.92,2012.0,32.0,Male,5.0,Assistant,Healthcare,Communication,Data Analy,Adaptability,Scrum,Mechanical Engineer,Remote
921,B.Sc,Humanities,8.85,2017.0,45.0,Male,2.0,Assistant,Healthcare,Excel,SQL,Leadership,PMP,Software Engineer,Hybrid
922,BA,Management,7.3,2018.0,27.0,Female,5.0,Intern,Finance,Leadership,Java,Leadership,PMP,HR Manager,Remote
923,B.Com,Humanities,5.4,2021.0,35.0,Female,1.0,Assistant,Manufacturing,Machine Learning,Python,Problem-Solving,AWS Certified,Business Analyst,Remote
924,M.Sc,Humanities,6.68,2021.0,43.0,Female,4.0,Intern,Healthcare,Machine Learning,Java,Problem-Solving,CCNA,Teacher,In-office
925,MBA,Humanities,8.8,2013.0,43.0,Female,0.0,Engineer,IT,Marketing,Java,Communication,None,HR Manager,In-office
926,MBA,Mathematics,8.68,2013.0,23.0,Other,4.0,Assistant,Education,Python,Machine Learning,Leadership,Scrum,Researcher,Remote
927,PhD,Humanities,5.49,2018.0,25.0,Female,3.0,Consultant,IT,Marketing,Python,Adaptability,Scrum,Business Analyst,Hybrid
928,B.Sc,Mathematics,8.07,2019.0,40.0,Male,1.0,Engineer,Research,Data Analy,Leadership,Teamwork,PMP,Teacher,In-office
929,B.Sc,Mathematics,7.56,2020.0,22.0,Male,1.0,Assistant,IT,Data Analy,Data Analy,Leadership,CCNA,Researcher,Remote
930,B.Sc,Computer,9.81,2023.0,32.0,Male,0.0,Consultant,Research,Excel,Java,Teamwork,AWS Certified,Data Analyst,Remote
931,B.Com,Humanities,6.79,2006.0,31.0,Male,4.0,Consultant,Research,Data Analy,Data Analy,Problem-Solving,AWS Certified,Teacher,Remote
932,M.Tech,Humanities,9.98,2016.0,40.0,Female,4.0,Assistant,Research,Machine Learning,Communication,Leadership,PMP,Project Manager,In-office
933,PhD,Physics,5.06,2011.0,41.0,Other,4.0,Engineer,IT,Marketing,SQL,Communication,Data Science,Teacher,In-office
934,MBA,Electronics,5.12,2022.0,21.0,Female,2.0,Consultant,Education,Data Analy,Data Analy,Teamwork,None,Software Engineer,Remote
935,M.Sc,Electronics,9.64,2008.0,30.0,Female,4.0,Junior Developer,Healthcare,Leadership,Marketing,Problem-Solving,PMP,Researcher,Hybrid
936,B.Sc,Computer,6.13,2019.0,39.0,Male,2.0,Assistant,Healthcare,SQL,Java,Communication,Six Sigma,Mechanical Engineer,In-office
937,MBA,Management,5.55,2008.0,42.0,Male,4.0,Assistant,Education,Communication,Java,Communication,PMP,Teacher,In-office
938,M.Sc,Marketing,5.87,2017.0,27.0,Female,1.0,Analyst,IT,Python,Marketing,Problem-Solving,PMP,Teacher,Remote
939,BA,Electronics,8.52,2023.0,40.0,Female,4.0,Consultant,Healthcare,Marketing,Python,Teamwork,Data Science,Accountant,In-office
940,MBA,Chemistry,5.35,2012.0,25.0,Other,1.0,Assistant,IT,Machine Learning,Machine Learning,Teamwork,None,Teacher,Hybrid
941,B.Sc,Computer,7.18,2007.0,32.0,Other,4.0,Consultant,Finance,Machine Learning,Communication,Problem-Solving,Data Science,Data Analyst,Hybrid
942,MBA,Computer,7.34,2022.0,26.0,Female,2.0,Junior Developer,IT,Marketing,Communication,Problem-Solving,None,Accountant,In-office
943,BBA,Chemistry,5.7,2007.0,24.0,Other,0.0,Intern,Manufacturing,SQL,Marketing,Communication,Six Sigma,Mechanical Engineer,In-office
944,BA,Chemistry,5.14,2011.0,22.0,Other,2.0,Assistant,Consulting,Leadership,Java,Teamwork,Six Sigma,Teacher,In-office
945,BA,Management,8.4,2015.0,43.0,Male,5.0,Consultant,IT,Communication,Leadership,Problem-Solving,Scrum,Software Engineer,Remote
946,B.Tech,Physics,6.15,2011.0,28.0,Female,4.0,Junior Developer,Manufacturing,Excel,Python,Problem-Solving,Azure,Mechanical Engineer,Remote
947,BBA,Physics,9.01,2015.0,38.0,Male,0.0,Analyst,IT,Python,Excel,Communication,Machine Learning,Accountant,Hybrid
948,B.Tech,Humanities,8.12,2021.0,29.0,Female,5.0,Analyst,IT,SQL,Machine Learning,Adaptability,CCNA,Teacher,Hybrid
949,M.Sc,Electronics,7.36,2019.0,37.0,Other,0.0,Analyst,Healthcare,Excel,Communication,Teamwork,PMP,HR Manager,Hybrid
950,M.Tech,Marketing,8.55,2023.0,32.0,Other,4.0,Analyst,Manufacturing,Python,Leadership,Communication,CCNA,Teacher,Remote
951,B.Tech,Marketing,8.3,2006.0,36.0,Male,1.0,Consultant,Research,Leadership,Excel,Communication,AWS Certified,Data Analyst,Remote
952,M.Sc,Humanities,5.97,2015.0,38.0,Male,5.0,Intern,Education,Leadership,Communication,Leadership,AWS Certified,Accountant,Remote
953,MBA,Humanities,8.04,2024.0,34.0,Other,2.0,Assistant,Manufacturing,Data Analy,Java,Problem-Solving,Google Cloud,HR Manager,Remote
954,B.Com,Computer,6.32,2006.0,42.0,Female,5.0,Engineer,Manufacturing,Communication,Excel,Teamwork,PMP,Teacher,In-office
955,BBA,Physics,7.98,2021.0,31.0,Other,2.0,Analyst,Finance,Java,Excel,Communication,PMP,Data Analyst,Remote
956,MBA,Chemistry,8.67,2020.0,28.0,Male,1.0,Junior Developer,Healthcare,Java,Machine Learning,Communication,PMP,Software Engineer,In-office
957,PhD,Physics,8.06,2008.0,34.0,Male,0.0,Engineer,Manufacturing,Marketing,Marketing,Adaptability,Machine Learning,Project Manager,In-office
